,index,id,name,date,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw,lat/long,address
23389,23389,AL081953,UNNAMED,1953-09-20 17:00:00,L,TS,29.0,-82.8,35,,,,,,,,,,,,,,"29.0,-82.8","Levy County, Florida, United States"
23405,23405,AL091953,FLORENCE,1953-09-26 15:00:00,L,HU,30.3,-86.2,80,,,,,,,,,,,,,,"30.3,-86.2","Santa Rosa Beach, Walton County, Florida, 32459, United States"
23481,23481,AL121953,HAZEL,1953-10-09 15:00:00,L,HU,26.7,-82.2,75,,,,,,,,,,,,,,"26.7,-82.2","Lee County, Florida, United States"
23482,23482,AL121953,HAZEL,1953-10-09 16:00:00,L,HU,26.7,-82.1,75,,,,,,,,,,,,,,"26.7,-82.1","Lee County, Florida, United States"
23583,23583,AL031954,ALICE,1954-06-25 14:00:00,L,HU,25.0,-97.6,95,,,,,,,,,,,,,,"25.0,-97.6","San Fernando, Tamaulipas, México"
23614,23614,AL051954,BARBARA,1954-07-29 10:00:00,L,TS,29.7,-92.8,50,999.0,,,,,,,,,,,,,"29.7,-92.8","Cameron Parish, Louisiana, United States"
23645,23645,AL061954,CAROL,1954-08-31 14:00:00,L,HU,40.9,-72.2,100,955.0,,,,,,,,,,,,,"40.9,-72.2","East Hampton, Village of East Hampton, Suffolk County, New York, 11937, United States"
23646,23646,AL061954,CAROL,1954-08-31 15:00:00,L,HU,41.3,-72.0,100,957.0,,,,,,,,,,,,,"41.3,-72.0","Noank, Groton, New London County, Connecticut, 06388, United States"
23696,23696,AL081954,EDNA,1954-09-11 18:30:00,L,HU,41.4,-70.5,95,950.0,,,,,,,,,,,,,"41.4,-70.5","Chappaquiddick, Edgartown, Dukes County, Massachusetts, 02539, United States"
23697,23697,AL081954,EDNA,1954-09-11 19:00:00,L,HU,41.7,-70.3,95,952.0,,,,,,,,,,,,,"41.7,-70.3","1776, Hyannis Road, Barnstable, Barnstable County, Massachusetts, 02630, United States"
23698,23698,AL081954,EDNA,1954-09-11 19:30:00,L,HU,41.9,-70.1,90,954.0,,,,,,,,,,,,,"41.9,-70.1","Wellfleet, Barnstable County, Massachusetts, United States"
23725,23725,AL101954,FLORENCE,1954-09-12 11:00:00,L,TS,20.4,-96.8,55,,,,,,,,,,,,,,"20.4,-96.8",México
23751,23751,AL121954,GILDA,1954-09-27 17:00:00,L,TS,16.7,-88.4,55,,,,,,,,,,,,,,"16.7,-88.4","Stann Creek District, Belize"
23814,23814,AL141954,HAZEL,1954-10-06 00:00:00,L,HU,12.2,-61.6,65,,,,,,,,,,,,,,"12.2,-61.6","River Sallee, Saint Patrick, 00000, Grenada"
23840,23840,AL141954,HAZEL,1954-10-12 09:00:00,L,HU,18.3,-74.2,105,,,,,,,,,,,,,,"18.3,-74.2","RD 205, Nan Casse, 1re Vérone, Les Anglais, Commune Les Anglais, Arrondissement des Chardonnières, Département du Sud, RUE TRAVERSIERE, Ayiti"
23843,23843,AL141954,HAZEL,1954-10-13 00:00:00,L,HU,19.6,-73.4,85,,,,,,,,,,,,,,"19.6,-73.4","Grand'Anse, Ayiti"
23846,23846,AL141954,HAZEL,1954-10-13 14:00:00,L,HU,21.0,-73.1,85,,,,,,,,,,,,,,"21.0,-73.1","Inagua, 19240, The Bahamas"
23855,23855,AL141954,HAZEL,1954-10-15 15:30:00,L,HU,33.9,-78.6,115,938.0,,,,,,,,,,,,,"33.9,-78.6","Horry County, South Carolina, 28467, United States"
23903,23903,AL161954,ALICE,1955-01-02 21:00:00,L,HU,18.0,-63.0,65,991.0,,,,,,,,,,,,,"18.0,-63.0","Philipsburg, Sint Maarten (Nederland), 721, Nederland"
23923,23923,AL011955,BRENDA,1955-08-01 17:00:00,L,TS,29.7,-89.4,55,,,,,,,,,,,,,,"29.7,-89.4","Saint Bernard Parish, Louisiana, United States"
23969,23969,AL021955,CONNIE,1955-08-12 15:00:00,L,HU,34.7,-76.7,85,962.0,,,,,,,,,,,,,"34.7,-76.7","East Fort Macon Road, Carteret County, North Carolina, 28512, United States"
24021,24021,AL031955,DIANE,1955-08-17 12:00:00,L,TS,34.0,-77.9,60,985.0,,,,,,,,,,,,,"34.0,-77.9","Kure Beach Pier, Kure Beach, New Hanover County, North Carolina, 28449, United States"
24113,24113,AL051955,UNNAMED,1955-08-27 04:00:00,L,TS,30.0,-89.2,45,,,,,,,,,,,,,,"30.0,-89.2","Saint Bernard Parish, Louisiana, United States"
24161,24161,AL071955,GLADYS,1955-09-05 22:00:00,L,HU,23.1,-97.8,65,996.0,,,,,,,,,,,,,"23.1,-97.8","Aldama, Tamaulipas, México"
24203,24203,AL081955,IONE,1955-09-19 11:00:00,L,HU,34.7,-76.7,90,955.0,,,,,,,,,,,,,"34.7,-76.7","East Fort Macon Road, Carteret County, North Carolina, 28512, United States"
24238,24238,AL091955,HILDA,1955-09-12 15:00:00,R,TS,20.0,-68.5,55,996.0,,,,,,,,,,,,,"20.0,-68.5",Bermuda Triangle
24244,24244,AL091955,HILDA,1955-09-13 21:00:00,L,HU,20.2,-74.2,70,986.0,,,,,,,,,,,,,"20.2,-74.2","Las Casimbas, La Máquina, Maisí, Guantánamo, Cuba"
24250,24250,AL091955,HILDA,1955-09-15 03:00:00,L,HU,19.3,-81.2,65,995.0,,,,,,,,,,,,,"19.3,-81.2","Breakers, KY1-1702, Cayman Islands"
24257,24257,AL091955,HILDA,1955-09-16 14:00:00,L,HU,19.7,-87.7,105,,,,,,,,,,,,,,"19.7,-87.7","Felipe Carrillo Puerto, Quintana Roo, 77200, México"
24269,24269,AL091955,HILDA,1955-09-19 11:00:00,L,HU,22.3,-97.9,105,952.0,,,,,,,,,,,,,"22.3,-97.9","Calle Laguna de Champayán, Tampico, Tamaulipas, 89344, México"
24280,24280,AL101955,JANET,1955-09-23 00:00:00,L,HU,12.6,-61.4,90,,,,,,,,,,,,,,"12.6,-61.4","Clifton Harbour, Clifton, VC0472, Saint Vincent and the Grenadines"
24299,24299,AL101955,JANET,1955-09-27 15:00:00,R,HU,17.3,-83.0,135,938.0,,,,,,,,,,,,,"17.3,-83.0",
24300,24300,AL101955,JANET,1955-09-27 17:00:00,L,HU,17.4,-83.9,140,,,,,,,,,,,,,,"17.4,-83.9","Islas de la Bahía, Honduras"
24303,24303,AL101955,JANET,1955-09-28 05:00:00,L,HU,18.4,-87.8,150,914.0,,,,,,,,,,,,,"18.4,-87.8","Othón P. Blanco, Quintana Roo, México"
24310,24310,AL101955,JANET,1955-09-29 18:00:00,L,HU,19.8,-96.4,95,,,,,,,,,,,,,,"19.8,-96.4",México
24364,24364,AL131955,KATIE,1955-10-17 05:00:00,L,HU,18.0,-71.7,95,,,,,,,,,,,,,,"18.0,-71.7","Pedernales, República Dominicana"
24381,24381,AL011956,UNNAMED,1956-06-13 17:00:00,L,TS,29.1,-90.7,50,,,,,,,,,,,,,,"29.1,-90.7","Terrebonne Parish, Louisiana, United States"
24394,24394,AL021956,ANNA,1956-07-26 21:00:00,L,HU,21.7,-97.5,75,,,,,,,,,,,,,,"21.7,-97.5","La Restinga, Tampico Alto, Veracruz de Ignacio de la Llave, México"
24496,24496,AL051956,DORA,1956-09-12 18:00:00,L,TS,20.9,-97.3,50,1000.0,,,,,,,,,,,,,"20.9,-97.3","Terrenos del Lote ""Santiago de la Peña"", Tuxpan, Veracruz de Ignacio de la Llave, México"
24524,24524,AL071956,FLOSSY,1956-09-24 10:00:00,L,HU,29.1,-89.4,75,980.0,,,,,,,,,,,,,"29.1,-89.4","Plaquemines Parish, Louisiana, United States"
24527,24527,AL071956,FLOSSY,1956-09-25 00:00:00,L,HU,30.4,-86.4,80,974.0,,,,,,,,,,,,,"30.4,-86.4","Emerald Bay Drive, Walton County, Florida, 32541, United States"
24623,24623,AL111956,UNNAMED,1956-10-15 21:00:00,L,TS,25.2,-80.6,50,,,,,,,,,,,,,,"25.2,-80.6","Miami-Dade County, Florida, United States"
24652,24652,AL011957,UNNAMED,1957-06-09 00:30:00,L,TS,30.1,-84.2,45,1000.0,,,,,,,,,,,,,"30.1,-84.2","Wakulla County, Florida, United States"
24693,24693,AL021957,AUDREY,1957-06-27 13:30:00,L,HU,29.8,-93.7,110,946.0,,,,,,,,,,,,,"29.8,-93.7","Cameron Parish, Louisiana, United States"
24709,24709,AL031957,BERTHA,1957-08-10 06:00:00,L,TS,29.7,-93.9,55,998.0,,,,,,,,,,,,,"29.7,-93.9","Sabine Pass, Port Arthur, Jefferson County, Texas, 77655, United States"
24815,24815,AL051957,DEBBIE,1957-09-08 17:00:00,L,TS,30.3,-86.1,35,,,,,,,,,,,,,,"30.3,-86.1","Alys Beach, Walton County, Florida, 32461-7126, United States"
24829,24829,AL061957,ESTHER,1957-09-18 12:00:00,L,TS,29.2,-90.9,55,,,,,,,,,,,,,,"29.2,-90.9","Terrebonne Parish, Louisiana, United States"
24888,24888,AL011958,ALMA,1958-06-15 08:00:00,L,TS,24.9,-97.6,55,,,,,,,,,,,,,,"24.9,-97.6","San Fernando, Tamaulipas, México"
25016,25016,AL051958,ELLA,1958-09-01 12:00:00,L,HU,18.2,-73.4,95,,,,,,,,,,,,,,"18.2,-73.4","Grand'Anse, Ayiti"
25018,25018,AL051958,ELLA,1958-09-02 00:00:00,L,HU,20.0,-76.2,70,,,,,,,,,,,,,,"20.0,-76.2","Guamá, Santiago de Cuba, 92800, Cuba"
25024,25024,AL051958,ELLA,1958-09-03 11:00:00,L,TS,21.8,-82.7,55,1003.0,,,,,,,,,,,,,"21.8,-82.7","La Fe, Isla de la Juventud, 27200, Cuba"
25026,25026,AL051958,ELLA,1958-09-03 17:00:00,L,TS,22.1,-84.0,60,,,,,,,,,,,,,,"22.1,-84.0","Guane, Pinar del Río, Cuba"
25038,25038,AL051958,ELLA,1958-09-06 08:00:00,L,TS,27.5,-97.2,50,1001.0,,,,,,,,,,,,,"27.5,-97.2","Corpus Christi, Nueces County, Texas, United States"
25075,25075,AL071958,GERDA,1958-09-14 21:00:00,L,TS,18.0,-71.2,50,1004.0,,,,,,,,,,,,,"18.0,-71.2","Paraíso, Barahona, República Dominicana"
25098,25098,AL071958,GERDA,1958-09-20 08:00:00,L,TS,24.5,-97.7,40,,,,,,,,,,,,,,"24.5,-97.7","San Fernando, Tamaulipas, México"
25131,25131,AL081958,HELENE,1958-09-27 09:00:00,I,HU,32.7,-78.6,130,930.0,,,,,,,,,,,,,"32.7,-78.6",
25173,25173,AL091958,ILSA,1958-09-27 08:00:00,R,HU,21.2,-61.2,65,990.0,,,,,,,,,,,,,"21.2,-61.2",
25193,25193,AL101958,JANICE,1958-10-06 03:00:00,L,TS,22.0,-80.3,50,,,,,,,,,,,,,,"22.0,-80.3","La Sierrita, Cumanayagua, Cienfuegos, Cuba"
25196,25196,AL101958,JANICE,1958-10-06 16:00:00,L,TS,24.2,-78.0,55,991.0,,,,,,,,,,,,,"24.2,-78.0","Central Andros, The Bahamas"
25198,25198,AL101958,JANICE,1958-10-06 21:00:00,L,HU,25.1,-77.1,60,,,,,,,,,,,,,,"25.1,-77.1",Bermuda Triangle
25199,25199,AL101958,JANICE,1958-10-06 23:00:00,L,HU,25.5,-76.8,60,,,,,,,,,,,,,,"25.5,-76.8",Bermuda Triangle
25267,25267,AL011959,ARLENE,1959-05-30 22:00:00,L,TS,29.6,-91.6,55,,,,,,,,,,,,,,"29.6,-91.6","St. Mary Parish, Louisiana, United States"
25297,25297,AL031959,UNNAMED,1959-06-18 08:00:00,L,TS,28.0,-82.8,40,1002.0,,,,,,,,,,,,,"28.0,-82.8","Dunedin, Pinellas County, Florida, 34698, United States"
25334,25334,AL041959,CINDY,1959-07-09 04:00:00,L,HU,33.0,-79.6,65,995.0,,,,,,,,,,,,,"33.0,-79.6","Charleston County, South Carolina, United States"
25344,25344,AL041959,CINDY,1959-07-11 12:00:00,L,TS,41.7,-70.7,50,998.0,,,,,,,,,,,,,"41.7,-70.7","Marion, Plymouth County, Massachusetts, 02738, United States"
25360,25360,AL051959,DEBRA,1959-07-25 05:00:00,L,HU,29.1,-95.2,75,980.0,,,,,,,,,,,,,"29.1,-95.2","Port Morris, Brazoria County, Texas, United States"
25374,25374,AL061959,EDITH,1959-08-18 10:00:00,L,TS,15.3,-61.3,50,,,,,,,,,,,,,,"15.3,-61.3","Delices, Saint Patrick Parish, Dominica"
25388,25388,AL071959,FLORA,1959-09-11 15:00:00,P,HU,29.2,-41.6,65,994.0,,,,,,,,,,,,,"29.2,-41.6",
25432,25432,AL081959,GRACIE,1959-09-29 17:00:00,L,HU,32.5,-80.4,115,951.0,,,,,,,,,,,,,"32.5,-80.4","Colleton County, South Carolina, United States"
25498,25498,AL101959,IRENE,1959-10-08 10:00:00,L,TS,30.3,-87.6,40,1000.0,,,,,,,,,,,,,"30.3,-87.6","24615, Gulf Bay Road, Orange Beach, Baldwin County, Alabama, 36561, United States"
25522,25522,AL111959,JUDITH,1959-10-18 14:00:00,L,TS,26.7,-82.3,55,998.0,,,,,,,,,,,,,"26.7,-82.3","Lee County, Florida, United States"
25617,25617,AL011960,UNNAMED,1960-06-24 04:00:00,L,TS,26.9,-97.4,50,,,,,,,,,,,,,,"26.9,-97.4","Kenedy, Texas, United States"
25640,25640,AL021960,ABBY,1960-07-10 12:00:00,L,TS,13.9,-60.9,55,1003.0,,,,,,,,,,,,,"13.9,-60.9","Bordelas Drive, Dennery, LC16 101, Saint Lucia"
25659,25659,AL021960,ABBY,1960-07-15 06:00:00,L,HU,16.3,-86.6,70,,,,,,,,,,,,,,"16.3,-86.6","Sueno del Mar, West End, Roatán, Islas de la Bahía, 33166, Honduras"
25661,25661,AL021960,ABBY,1960-07-15 14:00:00,L,HU,16.5,-88.4,70,,,,,,,,,,,,,,"16.5,-88.4","Toledo District, Toledo, Belize"
25676,25676,AL031960,BRENDA,1960-07-29 06:00:00,L,TS,29.7,-83.5,35,,,,,,,,,,,,,,"29.7,-83.5","Taylor County, Florida, United States"
25679,25679,AL031960,BRENDA,1960-07-29 21:00:00,L,TS,33.9,-78.2,60,993.0,,,,,,,,,,,,,"33.9,-78.2","Brunswick County, North Carolina, United States"
25755,25755,AL051960,DONNA,1960-09-04 22:00:00,L,HU,17.7,-61.8,110,,,,,,,,,,,,,,"17.7,-61.8","Hog Point, Barbuda, Antigua and Barbuda"
25757,25757,AL051960,DONNA,1960-09-05 04:00:00,L,HU,18.1,-63.0,110,952.0,,,,,,,,,,,,,"18.1,-63.0","Mont Vernon 1, Saint-Martin (France), 97150, France"
25770,25770,AL051960,DONNA,1960-09-08 06:00:00,L,HU,22.2,-74.3,105,947.0,,,,,,,,,,,,,"22.2,-74.3","Acklins, The Bahamas"
25772,25772,AL051960,DONNA,1960-09-08 16:00:00,L,HU,22.4,-75.8,105,945.0,,,,,,,,,,,,,"22.4,-75.8","Ragged Island, The Bahamas"
25780,25780,AL051960,DONNA,1960-09-10 07:00:00,L,HU,24.8,-80.9,125,930.0,,,,,,,,,,,,,"24.8,-80.9","Conch Key, Monroe County, Florida, United States"
25782,25782,AL051960,DONNA,1960-09-10 16:00:00,L,HU,25.9,-81.6,105,942.0,,,,,,,,,,,,,"25.9,-81.6","Collier County, Florida, United States"
25789,25789,AL051960,DONNA,1960-09-12 04:00:00,L,HU,34.6,-77.3,90,958.0,,,,,,,,,,,,,"34.6,-77.3","Duck Creek, Marine Corps Base Camp Lejeune, Onslow County, North Carolina, 28547, United States"
25793,25793,AL051960,DONNA,1960-09-12 19:00:00,L,HU,40.7,-72.9,85,959.0,,,,,,,,,,,,,"40.7,-72.9","Suffolk County, New York, United States"
25794,25794,AL051960,DONNA,1960-09-12 20:00:00,L,HU,41.3,-72.4,80,962.0,,,,,,,,,,,,,"41.3,-72.4","Ingham Hill Road, Old Saybrook, Middlesex County, Connecticut, 06475, United States"
25815,25815,AL061960,ETHEL,1960-09-15 21:00:00,L,HU,30.4,-89.0,70,980.0,,,,,,,,,,,,,"30.4,-89.0","2787, Pass Road, Biloxi, Harrison County, Mississippi, 39507, United States"
25833,25833,AL071960,FLORENCE,1960-09-19 09:00:00,L,TS,21.1,-73.1,35,1004.0,,,,,,,,,,,,,"21.1,-73.1","Inagua, 19240, The Bahamas"
28878,28878,AL091969,CAMILLE,1969-08-15 22:00:00,L,HU,21.9,-84.3,95,,,,,,,,,,,,,,"21.9,-84.3","Sandino, Pinar del Río, 20800, Cuba"
28888,28888,AL091969,CAMILLE,1969-08-18 04:00:00,L,HU,30.3,-89.4,150,900.0,,,,,,,,,,,,,"30.3,-89.4","200, Camellia Street, Waveland, Hancock County, Mississippi, 39576, United States"
34797,34797,AL031983,ALICIA,1983-08-18 07:00:00,L,HU,29.1,-95.1,100,962.0,,,,,,,,,,,,,"29.1,-95.1","26423, Cat Trail, Pointe West, Galveston, Galveston County, Texas, 77554, United States"
34817,34817,AL041983,BARRY,1983-08-25 11:00:00,L,TD,27.9,-80.6,30,1013.0,,,,,,,,,,,,,"27.9,-80.6","I 95, Palm Bay, Brevard County, Florida, 32950, United States"
34831,34831,AL041983,BARRY,1983-08-28 17:25:00,L,HU,25.4,-97.4,70,986.0,,,,,,,,,,,,,"25.4,-97.4","Carretera Matamoros-Puerto Matamoros, Municipio de Matamoros, Tamaulipas, México"
35022,35022,AL101984,DIANA,1984-09-13 07:00:00,L,HU,33.9,-78.0,80,979.0,,,,,,,,,,,,,"33.9,-78.0","Brunswick County, North Carolina, United States"
35341,35341,AL021985,BOB,1985-07-25 03:00:00,L,HU,32.2,-80.5,65,1003.0,,,,,,,,,,,,,"32.2,-80.5","Pritchards Island, Beaufort County, South Carolina, United States"
35391,35391,AL041985,DANNY,1985-08-15 16:30:00,L,HU,29.6,-92.7,80,987.0,,,,,,,,,,,,,"29.6,-92.7","Cameron Parish, Louisiana, United States"
35436,35436,AL051985,ELENA,1985-09-02 13:00:00,L,HU,30.4,-89.2,100,959.0,,,,,,,,,,,,,"30.4,-89.2","Harrison County, Mississippi, United States"
35536,35536,AL091985,GLORIA,1985-09-27 05:30:00,L,HU,35.2,-75.6,90,942.0,,,,,,,,,,,,,"35.2,-75.6","Dare County, North Carolina, United States"
35539,35539,AL091985,GLORIA,1985-09-27 16:00:00,L,HU,40.6,-73.3,75,961.0,,,,,,,,,,,,,"40.6,-73.3","Suffolk County, New York, United States"
35571,35571,AL101985,HENRI,1985-09-24 21:00:00,L,TS,40.8,-72.5,35,1007.0,,,,,,,,,,,,,"40.8,-72.5","Suffolk County, New York, United States"
35572,35572,AL101985,HENRI,1985-09-25 00:00:00,L,TD,41.3,-71.8,30,1007.0,,,,,,,,,,,,,"41.3,-71.8","Misquamicut, Westerly, South County, Rhode Island, 02891, United States"
35589,35589,AL111985,ISABEL,1985-10-10 21:00:00,L,TS,30.6,-81.4,35,1008.0,,,,,,,,,,,,,"30.6,-81.4","Nassau County, Florida, United States"
35623,35623,AL121985,JUAN,1985-10-29 11:00:00,L,HU,29.5,-91.4,65,974.0,,,,,,,,,,,,,"29.5,-91.4","Wax Lake Delta, St. Mary Parish, Louisiana, United States"
35663,35663,AL131985,KATE,1985-11-21 22:30:00,L,HU,30.0,-85.4,85,967.0,,,,,,,,,,,,,"30.0,-85.4","Bay County, Florida, United States"
35709,35709,AL021986,BONNIE,1986-06-26 10:00:00,L,HU,29.6,-94.2,75,990.0,,,,,,,,,,,,,"29.6,-94.2","Texas, United States"
35764,35764,AL051986,CHARLEY,1986-08-17 14:00:00,L,HU,34.7,-76.5,65,990.0,,,,,,,,,,,,,"34.7,-76.5","Carteret County, North Carolina, United States"
35948,35948,AL031987,UNNAMED,1987-08-10 06:00:00,L,TS,29.5,-94.5,40,1009.0,,,,,,,,,,,,,"29.5,-94.5","Rollover, Galveston County, Texas, 77617, United States"
36229,36229,AL121987,EMILY,1987-09-23 03:00:00,L,HU,18.3,-71.0,95,965.0,,,,,,,,,,,,,"18.3,-71.0","Jaquimeyes, Barahona, República Dominicana"
36239,36239,AL121987,EMILY,1987-09-25 11:45:00,L,HU,32.3,-64.7,75,974.0,,,,,,,,,,,,,"32.3,-64.7","Watford Island, Boaz Island, MA 02, Bermuda"
36261,36261,AL131987,FLOYD,1987-10-12 21:00:00,L,HU,25.1,-80.5,65,993.0,,,,,,,,,,,,,"25.1,-80.5","Monroe County, Florida, United States"
36338,36338,AL031988,CHRIS,1988-08-28 15:00:00,L,TS,32.0,-80.9,40,1005.0,,,,,,,,,,,,,"32.0,-80.9","Wilmington Island, Chatham County, Georgia, 31410, United States"
36357,36357,AL041988,DEBBY,1988-09-03 00:00:00,L,HU,20.7,-97.3,65,987.0,,,,,,,,,,,,,"20.7,-97.3","VER 75, Ojo de Agua, Cazones de Herrera, Terrenos del Lote 24 ""Cazones, Migueles, Caristay, Aguacate y Sombrerete"", Cazones de Herrera, Veracruz de Ignacio de la Llave, México"
36414,36414,AL071988,FLORENCE,1988-09-09 23:00:00,I,HU,28.5,-89.3,70,982.0,,,,,,,,,,,,,"28.5,-89.3",
36416,36416,AL071988,FLORENCE,1988-09-10 02:00:00,L,HU,29.1,-89.3,70,984.0,,,,,,,,,,,,,"29.1,-89.3","Plaquemines Parish, Louisiana, United States"
36439,36439,AL081988,GILBERT,1988-09-12 17:00:00,L,HU,17.8,-76.8,115,960.0,,,,,,,,,,,,,"17.8,-76.8",Jamaica
36448,36448,AL081988,GILBERT,1988-09-14 15:00:00,L,HU,20.7,-87.0,140,900.0,,,,,,,,,,,,,"20.7,-87.0",México
36458,36458,AL081988,GILBERT,1988-09-16 22:00:00,L,HU,24.2,-97.8,110,955.0,,,,,,,,,,,,,"24.2,-97.8","Soto la Marina, Tamaulipas, 87678, México"
36546,36546,AL111988,JOAN,1988-10-15 01:00:00,L,TS,12.1,-61.8,45,1003.0,,,,,,,,,,,,,"12.1,-61.8","St. George's, Saint George, 1473, Grenada"
36555,36555,AL111988,JOAN,1988-10-17 06:00:00,L,TS,12.0,-71.2,55,997.0,,,,,,,,,,,,,"12.0,-71.2","Uribia, La Guajira, Caribe, 440029, Colombia"
36576,36576,AL111988,JOAN,1988-10-22 10:00:00,L,HU,11.9,-83.7,125,932.0,,,,,,,,,,,,,"11.9,-83.7","Bluefields, South Caribbean Coast Autonomous Region, 81000, Nicaragua"
36596,36596,AL121988,KEITH,1988-11-21 08:00:00,L,TS,21.2,-86.8,60,993.0,,,,,,,,,,,,,"21.2,-86.8","Avenida López Portillo, Cancún, Municipio de Isla Mujeres, Quintana Roo, 77520, México"
36605,36605,AL121988,KEITH,1988-11-23 07:00:00,L,TS,27.3,-82.6,55,995.0,,,,,,,,,,,,,"27.3,-82.6","Sarasota County, Florida, United States"
36729,36729,AL021989,ALLISON,1989-06-26 13:00:00,L,TS,28.7,-95.7,40,1002.0,,,,,,,,,,,,,"28.7,-95.7","Dressing Point, Matagorda County, Texas, United States"
36777,36777,AL041989,CHANTAL,1989-08-01 13:00:00,L,HU,29.6,-94.4,70,986.0,,,,,,,,,,,,,"29.6,-94.4","Chambers County, Texas, United States"
36818,36818,AL051989,DEAN,1989-08-08 13:00:00,L,TS,46.9,-55.9,55,991.0,,,,,,,,,,,,,"46.9,-55.9","Calmer, Point May, unincorporated Newfoundland, Newfoundland, Newfoundland and Labrador, Canada"
36982,36982,AL101989,GABRIELLE,1989-09-03 20:46:00,P,HU,16.8,-50.9,105,935.0,,,,,,,,,,,,,"16.8,-50.9",
37049,37049,AL111989,HUGO,1989-09-17 05:00:00,L,HU,16.3,-61.3,120,941.0,,,,,,,,,,,,,"16.3,-61.3","Chemin de Pombiray, Pombiray, Saint-François, Pointe-à-Pitre, Guadeloupe, 97118, France"
37054,37054,AL111989,HUGO,1989-09-18 06:00:00,L,HU,17.7,-64.8,120,940.0,,,,,,,,,,,,,"17.7,-64.8","Henry E. Rohlsen Airport, Rum Factory Road, Saint Croix District, United States Virgin Islands, 00840, United States"
37055,37055,AL111989,HUGO,1989-09-18 12:00:00,L,HU,18.2,-65.5,110,945.0,,,,,,,,,,,,,"18.2,-65.5","Isabel Segunda, Vieques, Puerto Rico, 00765, United States"
37056,37056,AL111989,HUGO,1989-09-18 13:00:00,L,HU,18.3,-65.6,110,946.0,,,,,,,,,,,,,"18.3,-65.6","Fajardo, Puerto Rico, 00738-4805, United States"
37071,37071,AL111989,HUGO,1989-09-22 04:00:00,L,HU,32.8,-79.8,120,934.0,,,,,,,,,,,,,"32.8,-79.8","Isle of Palms Connector, Mount Pleasant, Charleston County, South Carolina, 29451, United States"
37136,37136,AL141989,JERRY,1989-10-15 21:00:00,P,HU,28.6,-94.8,70,982.0,,,,,,,,,,,,,"28.6,-94.8",
37138,37138,AL141989,JERRY,1989-10-16 00:30:00,L,HU,29.2,-95.0,75,983.0,,,,,,,,,,,,,"29.2,-95.0","Galveston, Galveston County, Texas, United States"
37314,37314,AL051990,DIANA,1990-08-05 18:00:00,L,TS,19.1,-87.6,55,994.0,,,,,,,,,,,,,"19.1,-87.6","Bacalar, Quintana Roo, México"
37323,37323,AL051990,DIANA,1990-08-07 19:00:00,L,HU,20.9,-97.0,85,980.0,,,,,,,,,,,,,"20.9,-97.0",
37714,37714,AL031991,BOB,1991-08-19 17:20:00,L,HU,41.2,-71.6,90,962.0,,,,,,,,,,,,,"41.2,-71.6","Dunn Landing, New Shoreham, South County, Rhode Island, 02807, United States"
37715,37715,AL031991,BOB,1991-08-19 18:00:00,L,HU,41.4,-71.4,85,964.0,,,,,,,,,,,,,"41.4,-71.4","Newport County, Rhode Island, United States"
37717,37717,AL031991,BOB,1991-08-20 01:30:00,L,TS,44.1,-69.1,60,981.0,,,,,,,,,,,,,"44.1,-69.1","USCG, Journey's End Marina, Rockland, Knox County, Maine, 04841, United States"
37786,37786,AL061991,CLAUDETTE,1991-09-07 10:00:00,I,HU,27.0,-61.5,115,944.0,,,,,,,,,,,,,"27.0,-61.5",
37850,37850,AL081991,ERIKA,1991-09-12 03:00:00,L,TS,37.7,-25.9,35,1009.0,,,,,,,,,,,,,"37.7,-25.9",Portugal
37858,37858,AL091991,FABIAN,1991-10-15 21:00:00,L,TS,21.5,-82.8,40,1004.0,,,,,,,,,,,,,"21.5,-82.8","Carretera Santa Fe - Cocodrilo, Punta Rincón del Guanal, Isla de la Juventud, Cuba"
37859,37859,AL091991,FABIAN,1991-10-16 00:00:00,L,TS,22.4,-81.8,40,1004.0,,,,,,,,,,,,,"22.4,-81.8","Ciénaga de Zapata, Matanzas, Cuba"
37861,37861,AL091991,FABIAN,1991-10-16 08:34:00,I,TS,24.5,-80.5,40,1002.0,,,,,,,,,,,,,"24.5,-80.5",
37886,37886,AL111991,GRACE,1991-10-29 14:00:00,W,HU,31.5,-61.8,90,982.0,,,,,,,,,,,,,"31.5,-61.8",
37908,37908,AL121991,UNNAMED,1991-11-02 14:00:00,L,TS,44.6,-63.5,45,998.0,,,,,,,,,,,,,"44.6,-63.5","Culliton Farm Trail, McNabs Island, Nova Scotia, B3G 1G3, Canada"
37966,37966,AL041992,ANDREW,1992-08-23 21:00:00,L,HU,25.4,-76.6,140,923.0,,,,,,,,,,,,,"25.4,-76.6",Bermuda Triangle
37968,37968,AL041992,ANDREW,1992-08-24 01:00:00,L,HU,25.4,-77.8,130,931.0,,,,,,,,,,,,,"25.4,-77.8","Berry Islands, The Bahamas"
37970,37970,AL041992,ANDREW,1992-08-24 08:40:00,L,HU,25.5,-80.2,145,926.0,,,,,,,,,,,,,"25.5,-80.2","The Keyhole, Miami-Dade County, Florida, United States"
